,gameid,run_total,venue_name,home_team,away_team,game_date,status,temp,weather_category,division,league
12714,381295,12,AT&T Park,San Francisco Giants,Chicago Cubs,2014-05-26,Final,66,sunny,NL_west,NL
12715,381296,7,Dodger Stadium,Los Angeles Dodgers,Cincinnati Reds,2014-05-26,Final,76,clear,NL_west,NL
12716,381297,8,U.S. Cellular Field,Chicago White Sox,Cleveland Indians,2014-05-26,Final,86,partly cloudy,AL_central,AL
12717,381298,9,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,2014-05-26,Final,88,partly cloudy,NL_east,NL
12718,381299,10,Oakland Coliseum,Oakland Athletics,Detroit Tigers,2014-05-26,Final,69,sunny,AL_west,AL
12719,381300,11,Kauffman Stadium,Kansas City Royals,Houston Astros,2014-05-26,Final,77,overcast,AL_central,AL
12720,381301,5,Nationals Park,Washington Nationals,Miami Marlins,2014-05-26,Final,84,sunny,NL_east,NL
12721,381302,10,Busch Stadium,St. Louis Cardinals,New York Yankees,2014-05-26,Final,86,partly cloudy,NL_central,NL
12722,381303,8,Citi Field,New York Mets,Pittsburgh Pirates,2014-05-26,Final,85,partly cloudy,NL_east,NL
12723,381304,12,Chase Field,Arizona Diamondbacks,San Diego Padres,2014-05-26,Final,77,roof closed,NL_west,NL
12724,381305,15,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,2014-05-26,Final,81,cloudy,AL_east,AL
12725,381306,9,Target Field,Minnesota Twins,Texas Rangers,2014-05-26,Final,82,cloudy,AL_central,AL
12726,381307,10,Safeco Field,Seattle Mariners,Los Angeles Angels,2014-05-27,Final,64,clear,AL_west,AL
12727,381308,13,Miller Park,Milwaukee Brewers,Baltimore Orioles,2014-05-27,Final,72,roof closed,NL_central,NL
12728,381309,9,Turner Field,Atlanta Braves,Boston Red Sox,2014-05-27,Final,83,partly cloudy,NL_east,NL
12729,381310,4,AT&T Park,San Francisco Giants,Chicago Cubs,2014-05-27,Final,59,clear,NL_west,NL
12730,381311,9,Dodger Stadium,Los Angeles Dodgers,Cincinnati Reds,2014-05-27,Final,72,partly cloudy,NL_west,NL
12731,381312,3,U.S. Cellular Field,Chicago White Sox,Cleveland Indians,2014-05-27,Final,71,overcast,AL_central,AL
12732,381313,8,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,2014-05-27,Final,70,cloudy,NL_east,NL
12733,381314,11,Oakland Coliseum,Oakland Athletics,Detroit Tigers,2014-05-27,Final,68,partly cloudy,AL_west,AL
12734,381315,3,Kauffman Stadium,Kansas City Royals,Houston Astros,2014-05-27,Final,83,partly cloudy,AL_central,AL
12735,381317,6,Busch Stadium,St. Louis Cardinals,New York Yankees,2014-05-27,Final,82,partly cloudy,NL_central,NL
12736,381318,6,Citi Field,New York Mets,Pittsburgh Pirates,2014-05-27,Final,84,cloudy,NL_east,NL
12737,381319,7,Chase Field,Arizona Diamondbacks,San Diego Padres,2014-05-27,Final,103,clear,NL_west,NL
12738,381320,15,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,2014-05-27,Final,68,roof closed,AL_east,AL
12739,381321,7,Target Field,Minnesota Twins,Texas Rangers,2014-05-27,Final,69,cloudy,AL_central,AL
12740,381322,4,Safeco Field,Seattle Mariners,Los Angeles Angels,2014-05-28,Final,63,roof closed,AL_west,AL
12741,381323,4,Fenway Park,Boston Red Sox,Atlanta Braves,2014-05-28,Final,49,cloudy,AL_east,AL
12742,381324,11,Miller Park,Milwaukee Brewers,Baltimore Orioles,2014-05-28,Final,70,roof closed,NL_central,NL
12743,381325,5,AT&T Park,San Francisco Giants,Chicago Cubs,2014-05-28,Final,66,sunny,NL_west,NL
12744,381326,5,Dodger Stadium,Los Angeles Dodgers,Cincinnati Reds,2014-05-28,Final,71,partly cloudy,NL_west,NL
12745,381327,5,U.S. Cellular Field,Chicago White Sox,Cleveland Indians,2014-05-28,Final,59,overcast,AL_central,AL
12746,381328,9,Citizens Bank Park,Philadelphia Phillies,Colorado Rockies,2014-05-28,Final,60,cloudy,NL_east,NL
12747,381329,4,Oakland Coliseum,Oakland Athletics,Detroit Tigers,2014-05-28,Final,71,clear,AL_west,AL
12748,381330,12,Kauffman Stadium,Kansas City Royals,Houston Astros,2014-05-28,Final,88,partly cloudy,AL_central,AL
12749,381331,13,Nationals Park,Washington Nationals,Miami Marlins,2014-05-28,Final,83,partly cloudy,NL_east,NL
12750,381332,11,Busch Stadium,St. Louis Cardinals,New York Yankees,2014-05-28,Final,86,partly cloudy,NL_central,NL
12751,381333,5,Citi Field,New York Mets,Pittsburgh Pirates,2014-05-28,Final,56,cloudy,NL_east,NL
12752,381334,18,Chase Field,Arizona Diamondbacks,San Diego Padres,2014-05-28,Final,100,cloudy,NL_west,NL
12753,381335,5,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,2014-05-28,Final,68,roof closed,AL_east,AL
12754,381336,1,Target Field,Minnesota Twins,Texas Rangers,2014-05-28,Final,79,clear,AL_central,AL
12755,381337,12,Safeco Field,Seattle Mariners,Los Angeles Angels,2014-05-29,Final,62,partly cloudy,AL_west,AL
12756,381338,7,Fenway Park,Boston Red Sox,Atlanta Braves,2014-05-29,Final,59,cloudy,AL_east,AL
12757,381339,4,Minute Maid Park,Houston Astros,Baltimore Orioles,2014-05-29,Final,83,partly cloudy,AL_west,AL
12758,381340,4,Chase Field,Arizona Diamondbacks,Cincinnati Reds,2014-05-29,Final,97,clear,NL_west,NL
12759,381341,9,Oakland Coliseum,Oakland Athletics,Detroit Tigers,2014-05-29,Final,75,partly cloudy,AL_west,AL
12760,381342,14,Rogers Centre,Toronto Blue Jays,Kansas City Royals,2014-05-29,Final,68,roof closed,AL_east,AL
12761,381343,5,Citizens Bank Park,Philadelphia Phillies,New York Mets,2014-05-29,Final,59,cloudy,NL_east,NL
12762,381344,9,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,2014-05-29,Final,72,partly cloudy,NL_west,NL
12763,381345,11,Busch Stadium,St. Louis Cardinals,San Francisco Giants,2014-05-29,Final,86,partly cloudy,NL_central,NL
12764,381346,9,Target Field,Minnesota Twins,Texas Rangers,2014-05-29,Final,76,partly cloudy,AL_central,AL
12765,381347,14,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,2014-05-30,Final,60,overcast,AL_west,AL
12766,381348,5,Marlins Park,Miami Marlins,Atlanta Braves,2014-05-30,Final,76,roof closed,NL_east,NL
12767,381349,3,Minute Maid Park,Houston Astros,Baltimore Orioles,2014-05-30,Final,73,roof closed,AL_west,AL
12768,381350,16,Miller Park,Milwaukee Brewers,Chicago Cubs,2014-05-30,Final,73,clear,NL_central,NL
12769,381351,10,Chase Field,Arizona Diamondbacks,Cincinnati Reds,2014-05-30,Final,102,clear,NL_west,NL
12770,381352,7,Progressive Field,Cleveland Indians,Colorado Rockies,2014-05-30,Final,76,clear,AL_central,AL
12771,381353,9,Safeco Field,Seattle Mariners,Detroit Tigers,2014-05-30,Final,67,clear,AL_west,AL
12772,381354,7,Rogers Centre,Toronto Blue Jays,Kansas City Royals,2014-05-30,Final,66,cloudy,AL_east,AL
12773,381355,7,Yankee Stadium,New York Yankees,Minnesota Twins,2014-05-30,Final,75,overcast,AL_east,AL
12774,381356,11,Citizens Bank Park,Philadelphia Phillies,New York Mets,2014-05-30,Final,76,partly cloudy,NL_east,NL
12775,381357,3,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,2014-05-30,Final,74,clear,NL_west,NL
12776,381358,5,U.S. Cellular Field,Chicago White Sox,San Diego Padres,2014-05-30,Final,68,clear,AL_central,AL
12777,381359,13,Busch Stadium,St. Louis Cardinals,San Francisco Giants,2014-05-30,Final,73,cloudy,NL_central,NL
12778,381360,5,Fenway Park,Boston Red Sox,Tampa Bay Rays,2014-05-30,Final,69,cloudy,AL_east,AL
12779,381361,11,Nationals Park,Washington Nationals,Texas Rangers,2014-05-30,Final,73,clear,NL_east,NL
12780,381362,14,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,2014-05-31,Final,63,clear,AL_west,AL
12781,381363,14,Marlins Park,Miami Marlins,Atlanta Braves,2014-05-31,Final,77,roof closed,NL_east,NL
12782,381364,5,Minute Maid Park,Houston Astros,Baltimore Orioles,2014-05-31,Final,73,roof closed,AL_west,AL
12783,381365,8,Miller Park,Milwaukee Brewers,Chicago Cubs,2014-05-31,Final,71,partly cloudy,NL_central,NL
12784,381366,5,Chase Field,Arizona Diamondbacks,Cincinnati Reds,2014-05-31,Final,105,clear,NL_west,NL
12785,381367,13,Progressive Field,Cleveland Indians,Colorado Rockies,2014-05-31,Final,77,sunny,AL_central,AL
12786,381368,5,Safeco Field,Seattle Mariners,Detroit Tigers,2014-05-31,Final,71,clear,AL_west,AL
12787,381369,14,Rogers Centre,Toronto Blue Jays,Kansas City Royals,2014-05-31,Final,67,sunny,AL_east,AL
12788,381370,4,Yankee Stadium,New York Yankees,Minnesota Twins,2014-05-31,Final,69,partly cloudy,AL_east,AL
12789,381371,9,Citizens Bank Park,Philadelphia Phillies,New York Mets,2014-05-31,Final,77,partly cloudy,NL_east,NL
12790,381372,14,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,2014-05-31,Final,77,sunny,NL_west,NL
12791,381373,6,U.S. Cellular Field,Chicago White Sox,San Diego Padres,2014-05-31,Final,81,sunny,AL_central,AL
12792,381374,2,Busch Stadium,St. Louis Cardinals,San Francisco Giants,2014-05-31,Final,86,partly cloudy,NL_central,NL
12793,381375,8,Fenway Park,Boston Red Sox,Tampa Bay Rays,2014-05-31,Final,57,clear,AL_east,AL
12794,381376,12,Nationals Park,Washington Nationals,Texas Rangers,2014-05-31,Final,73,sunny,NL_east,NL
12795,381377,9,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,2014-06-01,Final,68,sunny,AL_west,AL
12796,381378,6,Marlins Park,Miami Marlins,Atlanta Braves,2014-06-01,Final,76,roof closed,NL_east,NL
12797,381379,13,Minute Maid Park,Houston Astros,Baltimore Orioles,2014-06-01,Final,73,roof closed,AL_west,AL
12798,381380,9,Miller Park,Milwaukee Brewers,Chicago Cubs,2014-06-01,Final,84,cloudy,NL_central,NL
12799,381381,7,Chase Field,Arizona Diamondbacks,Cincinnati Reds,2014-06-01,Final,75,roof closed,NL_west,NL
12800,381382,10,Progressive Field,Cleveland Indians,Colorado Rockies,2014-06-01,Final,80,partly cloudy,AL_central,AL
12801,381383,4,Safeco Field,Seattle Mariners,Detroit Tigers,2014-06-01,Final,63,partly cloudy,AL_west,AL
12802,381384,4,Rogers Centre,Toronto Blue Jays,Kansas City Royals,2014-06-01,Final,60,partly cloudy,AL_east,AL
12803,381385,9,Yankee Stadium,New York Yankees,Minnesota Twins,2014-06-01,Final,71,sunny,AL_east,AL
12804,381386,7,Citizens Bank Park,Philadelphia Phillies,New York Mets,2014-06-01,Final,77,partly cloudy,NL_east,NL
12805,381387,8,Dodger Stadium,Los Angeles Dodgers,Pittsburgh Pirates,2014-06-01,Final,74,clear,NL_west,NL
12806,381388,5,U.S. Cellular Field,Chicago White Sox,San Diego Padres,2014-06-01,Final,87,cloudy,AL_central,AL
12807,381389,8,Busch Stadium,St. Louis Cardinals,San Francisco Giants,2014-06-01,Final,85,partly cloudy,NL_central,NL
12808,381390,4,Fenway Park,Boston Red Sox,Tampa Bay Rays,2014-06-01,Final,73,partly cloudy,AL_east,AL
12809,381391,2,Nationals Park,Washington Nationals,Texas Rangers,2014-06-01,Final,75,sunny,NL_east,NL
12810,381392,5,Progressive Field,Cleveland Indians,Boston Red Sox,2014-06-02,Final,81,partly cloudy,AL_central,AL
12811,381393,7,Dodger Stadium,Los Angeles Dodgers,Chicago White Sox,2014-06-02,Final,69,clear,NL_west,NL
12812,381394,6,Busch Stadium,St. Louis Cardinals,Kansas City Royals,2014-06-02,Final,85,partly cloudy,NL_central,NL
12813,381395,8,Miller Park,Milwaukee Brewers,Minnesota Twins,2014-06-02,Final,81,partly cloudy,NL_central,NL
12814,381396,13,PETCO Park,San Diego Padres,Pittsburgh Pirates,2014-06-02,Final,69,partly cloudy,NL_west,NL
12815,381397,4,Marlins Park,Miami Marlins,Tampa Bay Rays,2014-06-02,Final,74,roof closed,NL_east,NL
12816,381398,9,Minute Maid Park,Houston Astros,Los Angeles Angels,2014-06-03,Final,73,roof closed,AL_west,AL
12817,381399,6,Coors Field,Colorado Rockies,Arizona Diamondbacks,2014-06-03,Final,87,clear,NL_west,NL
12818,381400,11,Rangers Ballpark in Arlington,Texas Rangers,Baltimore Orioles,2014-06-03,Final,88,clear,AL_west,AL
12819,381401,8,Progressive Field,Cleveland Indians,Boston Red Sox,2014-06-03,Final,73,clear,AL_central,AL
12820,381402,5,Dodger Stadium,Los Angeles Dodgers,Chicago White Sox,2014-06-03,Final,72,clear,NL_west,NL
12821,381403,15,Busch Stadium,St. Louis Cardinals,Kansas City Royals,2014-06-03,Final,90,partly cloudy,NL_central,NL
12822,381404,10,Miller Park,Milwaukee Brewers,Minnesota Twins,2014-06-03,Final,79,clear,NL_central,NL
12823,381405,3,Wrigley Field,Chicago Cubs,New York Mets,2014-06-03,Final,72,partly cloudy,NL_central,NL
12824,381406,7,Yankee Stadium,New York Yankees,Oakland Athletics,2014-06-03,Final,71,overcast,AL_east,AL
12825,381407,7,Nationals Park,Washington Nationals,Philadelphia Phillies,2014-06-03,Final,86,clear,NL_east,NL
12826,381408,5,PETCO Park,San Diego Padres,Pittsburgh Pirates,2014-06-03,Final,70,clear,NL_west,NL
12827,381409,12,Turner Field,Atlanta Braves,Seattle Mariners,2014-06-03,Final,85,partly cloudy,NL_east,NL
12828,381410,11,Great American Ball Park,Cincinnati Reds,San Francisco Giants,2014-06-03,Final,79,cloudy,NL_central,NL
12829,381411,1,Marlins Park,Miami Marlins,Tampa Bay Rays,2014-06-03,Final,77,roof closed,NL_east,NL
12830,381412,8,Comerica Park,Detroit Tigers,Toronto Blue Jays,2014-06-03,Final,81,clear,AL_central,AL
12831,381413,4,Minute Maid Park,Houston Astros,Los Angeles Angels,2014-06-04,Final,73,roof closed,AL_west,AL
12832,381414,24,Coors Field,Colorado Rockies,Arizona Diamondbacks,2014-06-04,Final,73,partly cloudy,NL_west,NL
12833,381415,11,Rangers Ballpark in Arlington,Texas Rangers,Baltimore Orioles,2014-06-04,Final,91,clear,AL_west,AL
12834,381416,11,Progressive Field,Cleveland Indians,Boston Red Sox,2014-06-04,Final,61,overcast,AL_central,AL
12835,381417,3,Dodger Stadium,Los Angeles Dodgers,Chicago White Sox,2014-06-04,Final,71,clear,NL_west,NL
12836,381418,9,Tropicana Field,Tampa Bay Rays,Miami Marlins,2014-06-04,Final,72,dome,AL_east,AL
12837,381419,10,Target Field,Minnesota Twins,Milwaukee Brewers,2014-06-04,Final,78,partly cloudy,AL_central,AL
12838,381420,9,Wrigley Field,Chicago Cubs,New York Mets,2014-06-04,Final,57,partly cloudy,NL_central,NL
12839,381421,11,Yankee Stadium,New York Yankees,Oakland Athletics,2014-06-04,Final,73,cloudy,AL_east,AL
12840,381422,12,Nationals Park,Washington Nationals,Philadelphia Phillies,2014-06-04,Final,85,cloudy,NL_east,NL
12841,381423,5,PETCO Park,San Diego Padres,Pittsburgh Pirates,2014-06-04,Final,73,partly cloudy,NL_west,NL
12842,381424,2,Turner Field,Atlanta Braves,Seattle Mariners,2014-06-04,Final,84,cloudy,NL_east,NL
12843,381425,5,Great American Ball Park,Cincinnati Reds,San Francisco Giants,2014-06-04,Final,81,cloudy,NL_central,NL
12844,381426,7,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,2014-06-04,Final,80,cloudy,AL_central,AL
12845,381427,10,Comerica Park,Detroit Tigers,Toronto Blue Jays,2014-06-04,Final,65,drizzle,AL_central,AL
12846,381428,13,Minute Maid Park,Houston Astros,Los Angeles Angels,2014-06-05,Final,73,roof closed,AL_west,AL
12847,381429,19,Coors Field,Colorado Rockies,Arizona Diamondbacks,2014-06-05,Final,65,partly cloudy,NL_west,NL
12848,381430,14,Rangers Ballpark in Arlington,Texas Rangers,Baltimore Orioles,2014-06-05,Final,89,partly cloudy,AL_west,AL
12849,381431,17,Tropicana Field,Tampa Bay Rays,Miami Marlins,2014-06-05,Final,72,dome,AL_east,AL
12850,381432,13,Target Field,Minnesota Twins,Milwaukee Brewers,2014-06-05,Final,69,cloudy,AL_central,AL
12851,381433,11,Wrigley Field,Chicago Cubs,New York Mets,2014-06-05,Final,69,clear,NL_central,NL
12852,381434,3,Yankee Stadium,New York Yankees,Oakland Athletics,2014-06-05,Final,70,cloudy,AL_east,AL
12853,381435,6,Nationals Park,Washington Nationals,Philadelphia Phillies,2014-06-05,Final,81,partly cloudy,NL_east,NL
12854,381436,7,Great American Ball Park,Cincinnati Reds,San Francisco Giants,2014-06-05,Final,72,partly cloudy,NL_central,NL
12855,381437,5,Kauffman Stadium,Kansas City Royals,St. Louis Cardinals,2014-06-05,Final,76,partly cloudy,AL_central,AL
12856,381438,10,Comerica Park,Detroit Tigers,Toronto Blue Jays,2014-06-05,Final,68,sunny,AL_central,AL
12857,381439,7,Chase Field,Arizona Diamondbacks,Atlanta Braves,2014-06-06,Final,80,roof closed,NL_west,NL
12858,381440,8,Comerica Park,Detroit Tigers,Boston Red Sox,2014-06-06,Final,77,clear,AL_central,AL
12859,381441,12,Angel Stadium of Anaheim,Los Angeles Angels,Chicago White Sox,2014-06-06,Final,70,clear,AL_west,AL
12860,381442,10,Rangers Ballpark in Arlington,Texas Rangers,Cleveland Indians,2014-06-06,Final,90,clear,AL_west,AL
12861,381443,9,Target Field,Minnesota Twins,Houston Astros,2014-06-06,Final,73,overcast,AL_central,AL
12862,381444,9,Coors Field,Colorado Rockies,Los Angeles Dodgers,2014-06-06,Final,77,partly cloudy,NL_west,NL
12863,381445,8,Wrigley Field,Chicago Cubs,Miami Marlins,2014-06-06,Final,74,sunny,NL_central,NL
12864,381446,20,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,2014-06-06,Final,75,partly cloudy,NL_central,NL
12865,381447,6,Kauffman Stadium,Kansas City Royals,New York Yankees,2014-06-06,Final,77,cloudy,AL_central,AL
12866,381448,6,AT&T Park,San Francisco Giants,New York Mets,2014-06-06,Final,59,clear,NL_west,NL
12867,381449,7,Oriole Park at Camden Yards,Baltimore Orioles,Oakland Athletics,2014-06-06,Final,77,clear,AL_east,AL
12868,381450,8,Great American Ball Park,Cincinnati Reds,Philadelphia Phillies,2014-06-06,Final,83,clear,NL_central,NL
12869,381451,4,Tropicana Field,Tampa Bay Rays,Seattle Mariners,2014-06-06,Final,72,dome,AL_east,AL
12870,381452,4,Rogers Centre,Toronto Blue Jays,St. Louis Cardinals,2014-06-06,Final,67,cloudy,AL_east,AL
12871,381453,6,PETCO Park,San Diego Padres,Washington Nationals,2014-06-06,Final,66,clear,NL_west,NL
12872,381454,7,Chase Field,Arizona Diamondbacks,Atlanta Braves,2014-06-07,Final,76,roof closed,NL_west,NL
12873,381455,14,Comerica Park,Detroit Tigers,Boston Red Sox,2014-06-07,Final,80,partly cloudy,AL_central,AL
12874,381456,11,Angel Stadium of Anaheim,Los Angeles Angels,Chicago White Sox,2014-06-07,Final,71,clear,AL_west,AL
12875,381457,11,Rangers Ballpark in Arlington,Texas Rangers,Cleveland Indians,2014-06-07,Final,91,partly cloudy,AL_west,AL
12876,381458,8,Target Field,Minnesota Twins,Houston Astros,2014-06-07,Final,56,overcast,AL_central,AL
12877,381459,9,Coors Field,Colorado Rockies,Los Angeles Dodgers,2014-06-07,Final,69,cloudy,NL_west,NL
12878,381460,7,Wrigley Field,Chicago Cubs,Miami Marlins,2014-06-07,Final,80,overcast,NL_central,NL
12879,381461,12,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,2014-06-07,Final,82,sunny,NL_central,NL
12880,381462,12,Kauffman Stadium,Kansas City Royals,New York Yankees,2014-06-07,Final,76,partly cloudy,AL_central,AL
12881,381463,9,AT&T Park,San Francisco Giants,New York Mets,2014-06-07,Final,62,clear,NL_west,NL
12882,381464,9,Oriole Park at Camden Yards,Baltimore Orioles,Oakland Athletics,2014-06-07,Final,79,clear,AL_east,AL
12883,381465,11,Great American Ball Park,Cincinnati Reds,Philadelphia Phillies,2014-06-07,Final,84,partly cloudy,NL_central,NL
12884,381466,11,Tropicana Field,Tampa Bay Rays,Seattle Mariners,2014-06-07,Final,72,dome,AL_east,AL
12885,381467,5,Rogers Centre,Toronto Blue Jays,St. Louis Cardinals,2014-06-07,Final,68,sunny,AL_east,AL
12886,381468,7,PETCO Park,San Diego Padres,Washington Nationals,2014-06-07,Final,66,clear,NL_west,NL
12887,381469,11,Chase Field,Arizona Diamondbacks,Atlanta Braves,2014-06-08,Final,76,roof closed,NL_west,NL
12888,381470,8,Comerica Park,Detroit Tigers,Boston Red Sox,2014-06-08,Final,73,partly cloudy,AL_central,AL
12889,381471,6,Angel Stadium of Anaheim,Los Angeles Angels,Chicago White Sox,2014-06-08,Final,77,sunny,AL_west,AL
12890,381472,5,Rangers Ballpark in Arlington,Texas Rangers,Cleveland Indians,2014-06-08,Final,81,partly cloudy,AL_west,AL
12891,381473,19,Target Field,Minnesota Twins,Houston Astros,2014-06-08,Final,69,partly cloudy,AL_central,AL
12892,381474,7,Coors Field,Colorado Rockies,Los Angeles Dodgers,2014-06-08,Completed Early: Rai,56,cloudy,NL_west,NL
12893,381475,7,Wrigley Field,Chicago Cubs,Miami Marlins,2014-06-08,Final,58,partly cloudy,NL_central,NL
12894,381476,1,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,2014-06-08,Final,74,cloudy,NL_central,NL
12895,381477,3,Kauffman Stadium,Kansas City Royals,New York Yankees,2014-06-08,Final,75,cloudy,AL_central,AL
12896,381478,10,AT&T Park,San Francisco Giants,New York Mets,2014-06-08,Final,74,sunny,NL_west,NL
12897,381479,12,Oriole Park at Camden Yards,Baltimore Orioles,Oakland Athletics,2014-06-08,Final,82,partly cloudy,AL_east,AL
12898,381480,5,Great American Ball Park,Cincinnati Reds,Philadelphia Phillies,2014-06-08,Final,72,overcast,NL_central,NL
12899,381481,5,Tropicana Field,Tampa Bay Rays,Seattle Mariners,2014-06-08,Final,72,dome,AL_east,AL
12900,381482,5,Rogers Centre,Toronto Blue Jays,St. Louis Cardinals,2014-06-08,Final,60,overcast,AL_east,AL
12901,381483,6,PETCO Park,San Diego Padres,Washington Nationals,2014-06-08,Final,70,sunny,NL_west,NL
12902,381484,4,Coors Field,Colorado Rockies,Atlanta Braves,2014-06-09,Final,66,clear,NL_west,NL
12903,381485,4,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,2014-06-09,Final,80,cloudy,AL_east,AL
12904,381486,8,PNC Park,Pittsburgh Pirates,Chicago Cubs,2014-06-09,Final,69,cloudy,NL_central,NL
12905,381487,24,Rangers Ballpark in Arlington,Texas Rangers,Cleveland Indians,2014-06-09,Final,80,cloudy,AL_west,AL
12906,381488,11,U.S. Cellular Field,Chicago White Sox,Detroit Tigers,2014-06-09,Final,62,cloudy,AL_central,AL
12907,381489,7,Chase Field,Arizona Diamondbacks,Houston Astros,2014-06-09,Final,79,roof closed,NL_west,NL
12908,381490,8,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,2014-06-09,Final,76,overcast,NL_central,NL
12909,381491,9,Rogers Centre,Toronto Blue Jays,Minnesota Twins,2014-06-09,Final,68,cloudy,AL_east,AL
12910,381493,5,Angel Stadium of Anaheim,Los Angeles Angels,Oakland Athletics,2014-06-09,Final,68,partly cloudy,AL_west,AL
12911,381494,3,Tropicana Field,Tampa Bay Rays,Seattle Mariners,2014-06-09,Final,72,dome,AL_east,AL
12912,381495,11,AT&T Park,San Francisco Giants,Washington Nationals,2014-06-09,Final,64,partly cloudy,NL_west,NL
12913,381496,23,Coors Field,Colorado Rockies,Atlanta Braves,2014-06-10,Final,73,cloudy,NL_west,NL
12914,381497,1,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,2014-06-10,Final,82,cloudy,AL_east,AL
12915,381498,10,PNC Park,Pittsburgh Pirates,Chicago Cubs,2014-06-10,Final,75,partly cloudy,NL_central,NL
12916,381499,14,Kauffman Stadium,Kansas City Royals,Cleveland Indians,2014-06-10,Final,67,cloudy,AL_central,AL
12917,381501,5,Chase Field,Arizona Diamondbacks,Houston Astros,2014-06-10,Final,79,roof closed,NL_west,NL
12918,381502,7,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,2014-06-10,Final,69,overcast,NL_central,NL
12919,381503,13,Rangers Ballpark in Arlington,Texas Rangers,Miami Marlins,2014-06-10,Final,83,partly cloudy,AL_west,AL
12920,381504,8,Citi Field,New York Mets,Milwaukee Brewers,2014-06-10,Final,73,cloudy,NL_east,NL
12921,381505,4,Rogers Centre,Toronto Blue Jays,Minnesota Twins,2014-06-10,Final,68,partly cloudy,AL_east,AL
12922,381506,5,Safeco Field,Seattle Mariners,New York Yankees,2014-06-10,Final,66,cloudy,AL_west,AL
12923,381507,3,Angel Stadium of Anaheim,Los Angeles Angels,Oakland Athletics,2014-06-10,Final,68,clear,AL_west,AL
12924,381508,7,Citizens Bank Park,Philadelphia Phillies,San Diego Padres,2014-06-10,Final,72,cloudy,NL_east,NL
12925,381509,1,Tropicana Field,Tampa Bay Rays,St. Louis Cardinals,2014-06-10,Final,72,dome,AL_east,AL
12926,381510,3,AT&T Park,San Francisco Giants,Washington Nationals,2014-06-10,Final,59,cloudy,NL_west,NL
12927,381511,6,Minute Maid Park,Houston Astros,Arizona Diamondbacks,2014-06-11,Final,73,roof closed,AL_west,AL
12928,381512,10,Coors Field,Colorado Rockies,Atlanta Braves,2014-06-11,Final,63,overcast,NL_west,NL
12929,381513,6,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,2014-06-11,Final,73,cloudy,AL_east,AL
12930,381514,6,PNC Park,Pittsburgh Pirates,Chicago Cubs,2014-06-11,Final,67,cloudy,NL_central,NL
12931,381515,5,Kauffman Stadium,Kansas City Royals,Cleveland Indians,2014-06-11,Final,73,partly cloudy,AL_central,AL
12932,381516,10,U.S. Cellular Field,Chicago White Sox,Detroit Tigers,2014-06-11,Final,62,overcast,AL_central,AL
12933,381517,5,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,2014-06-11,Final,72,cloudy,NL_central,NL
12934,381518,6,Rangers Ballpark in Arlington,Texas Rangers,Miami Marlins,2014-06-11,Final,91,clear,AL_west,AL
12935,381519,4,Citi Field,New York Mets,Milwaukee Brewers,2014-06-11,Final,66,partly cloudy,NL_east,NL
12936,381520,9,Rogers Centre,Toronto Blue Jays,Minnesota Twins,2014-06-11,Final,68,roof closed,AL_east,AL
12937,381521,6,Safeco Field,Seattle Mariners,New York Yankees,2014-06-11,Final,71,partly cloudy,AL_west,AL
12938,381522,8,Angel Stadium of Anaheim,Los Angeles Angels,Oakland Athletics,2014-06-11,Final,72,clear,AL_west,AL
12939,381523,3,Citizens Bank Park,Philadelphia Phillies,San Diego Padres,2014-06-11,Final,68,cloudy,NL_east,NL
12940,381524,9,Tropicana Field,Tampa Bay Rays,St. Louis Cardinals,2014-06-11,Final,72,dome,AL_east,AL
12941,381525,8,AT&T Park,San Francisco Giants,Washington Nationals,2014-06-11,Final,60,partly cloudy,NL_west,NL
12942,381526,9,Minute Maid Park,Houston Astros,Arizona Diamondbacks,2014-06-12,Final,73,roof closed,AL_west,AL
12943,381527,13,Coors Field,Colorado Rockies,Atlanta Braves,2014-06-12,Final,71,partly cloudy,NL_west,NL
12944,381528,4,PNC Park,Pittsburgh Pirates,Chicago Cubs,2014-06-12,Final,73,partly cloudy,NL_central,NL
12945,381529,7,Fenway Park,Boston Red Sox,Cleveland Indians,2014-06-12,Final,66,cloudy,AL_east,AL
